sample_alias,sample_name,environment,sample_accession,run_accession,ebi_fq_1,ebi_fq_2,fq_1,fq_2
RSZAXPI002994-16_2,C3,saliva,SAMEA2738113,ERR589526,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589526/ERR589526_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589526/ERR589526_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH3_saliva.RSZAXPI002994-16_2.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RAH3_saliva.RSZAXPI002994-16_2.clean.trim.rmhost.2.fq.gz
SZAXPI011674-113,D90,faeces,SAMEA2737669,ERR589527,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589527/ERR589527_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589527/ERR589527_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA090.SZAXPI011674-113.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA090.SZAXPI011674-113.clean.trim.rmhost.2.fq.gz
SZAXPI011675-44,D33,faeces,SAMEA2737670,ERR589528,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589528/ERR589528_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589528/ERR589528_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA033.SZAXPI011675-44.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA033.SZAXPI011675-44.clean.trim.rmhost.2.fq.gz
SZAXPI011676-93,C47_S,faeces,SAMEA2737671,ERR589529,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589529/ERR589529_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589529/ERR589529_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA048.SZAXPI011676-93.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA048.SZAXPI011676-93.clean.trim.rmhost.2.fq.gz
SZAXPI011679-129,D104,faeces,SAMEA2737672,ERR589530,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589530/ERR589530_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589530/ERR589530_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA104.SZAXPI011679-129.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA104.SZAXPI011679-129.clean.trim.rmhost.2.fq.gz
SZAXPI011681-56,D60,faeces,SAMEA2737673,ERR589531,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589531/ERR589531_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589531/ERR589531_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA060.SZAXPI011681-56.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA060.SZAXPI011681-56.clean.trim.rmhost.2.fq.gz
SZAXPI011684-90,D41,faeces,SAMEA2737674,ERR589532,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589532/ERR589532_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589532/ERR589532_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA041.SZAXPI011684-90.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA041.SZAXPI011684-90.clean.trim.rmhost.2.fq.gz
SZAXPI011686-142,D100,faeces,SAMEA2737675,ERR589533,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589533/ERR589533_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589533/ERR589533_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA100.SZAXPI011686-142.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA100.SZAXPI011686-142.clean.trim.rmhost.2.fq.gz
SZAXPI011687-108,D79,faeces,SAMEA2737676,ERR589534,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589534/ERR589534_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589534/ERR589534_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA079.SZAXPI011687-108.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA079.SZAXPI011687-108.clean.trim.rmhost.2.fq.gz
SZAXPI011688-36,D113,faeces,SAMEA2737677,ERR589535,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589535/ERR589535_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589535/ERR589535_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA113.SZAXPI011688-36.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA113.SZAXPI011688-36.clean.trim.rmhost.2.fq.gz
SZAXPI011689-89,D29,faeces,SAMEA2737678,ERR589536,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589536/ERR589536_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589536/ERR589536_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA029.SZAXPI011689-89.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA029.SZAXPI011689-89.clean.trim.rmhost.2.fq.gz
SZAXPI011691-140,D53,faeces,SAMEA2737679,ERR589537,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589537/ERR589537_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589537/ERR589537_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA053.SZAXPI011691-140.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA053.SZAXPI011691-140.clean.trim.rmhost.2.fq.gz
SZAXPI011692-133,D31,faeces,SAMEA2737680,ERR589538,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589538/ERR589538_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589538/ERR589538_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA031.SZAXPI011692-133.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA031.SZAXPI011692-133.clean.trim.rmhost.2.fq.gz
SZAXPI011697-35,C104_R,faeces,SAMEA2737681,ERR589539,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589539/ERR589539_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589539/ERR589539_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA105.SZAXPI011697-35.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA105.SZAXPI011697-35.clean.trim.rmhost.2.fq.gz
SZAXPI011698-46,D55,faeces,SAMEA2737682,ERR589540,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589540/ERR589540_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589540/ERR589540_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA055.SZAXPI011698-46.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA055.SZAXPI011698-46.clean.trim.rmhost.2.fq.gz
SZAXPI011699-166,D89,dental,SAMEA2737952,ERR589541,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589541/ERR589541_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589541/ERR589541_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA089_tooth.SZAXPI011699-166.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA089_tooth.SZAXPI011699-166.clean.trim.rmhost.2.fq.gz
SZAXPI011701-109,C84_R,faeces,SAMEA2737683,ERR589542,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589542/ERR589542_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589542/ERR589542_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA085.SZAXPI011701-109.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA085.SZAXPI011701-109.clean.trim.rmhost.2.fq.gz
SZAXPI011702-111,D86,faeces,SAMEA2737684,ERR589543,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589543/ERR589543_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589543/ERR589543_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA086.SZAXPI011702-111.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA086.SZAXPI011702-111.clean.trim.rmhost.2.fq.gz
SZAXPI011703-95,D57,faeces,SAMEA2737685,ERR589544,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589544/ERR589544_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589544/ERR589544_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA057.SZAXPI011703-95.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA057.SZAXPI011703-95.clean.trim.rmhost.2.fq.gz
SZAXPI011706-62,C88_S,faeces,SAMEA2737686,ERR589545,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589545/ERR589545_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589545/ERR589545_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA101.SZAXPI011706-62.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA101.SZAXPI011706-62.clean.trim.rmhost.2.fq.gz
SZAXPI011707-123,D93,faeces,SAMEA2737687,ERR589546,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589546/ERR589546_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589546/ERR589546_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA093.SZAXPI011707-123.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA093.SZAXPI011707-123.clean.trim.rmhost.2.fq.gz
SZAXPI011710-39,D44,faeces,SAMEA2737688,ERR589547,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589547/ERR589547_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589547/ERR589547_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA044.SZAXPI011710-39.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA044.SZAXPI011710-39.clean.trim.rmhost.2.fq.gz
SZAXPI011711-34,D82,faeces,SAMEA2737689,ERR589548,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589548/ERR589548_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589548/ERR589548_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA082.SZAXPI011711-34.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA082.SZAXPI011711-34.clean.trim.rmhost.2.fq.gz
SZAXPI011712-136,C51_S,faeces,SAMEA2737690,ERR589549,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589549/ERR589549_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589549/ERR589549_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA052.SZAXPI011712-136.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA052.SZAXPI011712-136.clean.trim.rmhost.2.fq.gz
SZAXPI012054-13,D15,faeces,SAMEA2737691,ERR589550,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589550/ERR589550_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589550/ERR589550_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA015.SZAXPI012054-13.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA015.SZAXPI012054-13.clean.trim.rmhost.2.fq.gz
SZAXPI012055-14,C15_S,faeces,SAMEA2737692,ERR589551,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589551/ERR589551_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589551/ERR589551_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA016.SZAXPI012055-14.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA016.SZAXPI012055-14.clean.trim.rmhost.2.fq.gz
SZAXPI012056-15,C22_R,faeces,SAMEA2737693,ERR589552,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589552/ERR589552_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589552/ERR589552_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA021.SZAXPI012056-15.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA021.SZAXPI012056-15.clean.trim.rmhost.2.fq.gz
SZAXPI012057-18,D25,faeces,SAMEA2737694,ERR589553,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589553/ERR589553_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589553/ERR589553_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA025.SZAXPI012057-18.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA025.SZAXPI012057-18.clean.trim.rmhost.2.fq.gz
SZAXPI012058-19,D69,faeces,SAMEA2737695,ERR589554,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589554/ERR589554_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589554/ERR589554_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA069.SZAXPI012058-19.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA069.SZAXPI012058-19.clean.trim.rmhost.2.fq.gz
SZAXPI012059-22,D73,faeces,SAMEA2737696,ERR589555,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589555/ERR589555_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589555/ERR589555_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA073.SZAXPI012059-22.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA073.SZAXPI012059-22.clean.trim.rmhost.2.fq.gz
SZAXPI012060-26,D77,faeces,SAMEA2737697,ERR589556,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589556/ERR589556_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589556/ERR589556_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA077.SZAXPI012060-26.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA077.SZAXPI012060-26.clean.trim.rmhost.2.fq.gz
SZAXPI012061-27,D98,faeces,SAMEA2737698,ERR589557,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589557/ERR589557_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589557/ERR589557_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA098.SZAXPI012061-27.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA098.SZAXPI012061-27.clean.trim.rmhost.2.fq.gz
SZAXPI012062-30,D102,faeces,SAMEA2737699,ERR589558,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589558/ERR589558_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589558/ERR589558_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA102.SZAXPI012062-30.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA102.SZAXPI012062-30.clean.trim.rmhost.2.fq.gz
SZAXPI012063-31,D108,faeces,SAMEA2737700,ERR589559,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589559/ERR589559_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589559/ERR589559_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA108.SZAXPI012063-31.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA108.SZAXPI012063-31.clean.trim.rmhost.2.fq.gz
SZAXPI012064-32,D114,faeces,SAMEA2737701,ERR589560,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589560/ERR589560_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589560/ERR589560_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA114.SZAXPI012064-32.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA114.SZAXPI012064-32.clean.trim.rmhost.2.fq.gz
SZAXPI012065-33,D118,faeces,SAMEA2737702,ERR589561,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589561/ERR589561_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589561/ERR589561_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA118.SZAXPI012065-33.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA118.SZAXPI012065-33.clean.trim.rmhost.2.fq.gz
SZAXPI012066-34,D121,faeces,SAMEA2737703,ERR589562,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589562/ERR589562_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589562/ERR589562_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA121.SZAXPI012066-34.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA121.SZAXPI012066-34.clean.trim.rmhost.2.fq.gz
SZAXPI012067-35,D122,faeces,SAMEA2737704,ERR589563,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589563/ERR589563_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589563/ERR589563_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA122.SZAXPI012067-35.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA122.SZAXPI012067-35.clean.trim.rmhost.2.fq.gz
SZAXPI012068-36,C122_S,faeces,SAMEA2737705,ERR589564,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589564/ERR589564_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589564/ERR589564_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA123.SZAXPI012068-36.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA123.SZAXPI012068-36.clean.trim.rmhost.2.fq.gz
SZAXPI012069-37,D124,faeces,SAMEA2737706,ERR589565,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589565/ERR589565_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589565/ERR589565_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA124.SZAXPI012069-37.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA124.SZAXPI012069-37.clean.trim.rmhost.2.fq.gz
SZAXPI012070-39,C124_R,faeces,SAMEA2737707,ERR589566,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589566/ERR589566_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589566/ERR589566_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA125.SZAXPI012070-39.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA125.SZAXPI012070-39.clean.trim.rmhost.2.fq.gz
SZAXPI012071-41,D126,faeces,SAMEA2737708,ERR589567,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589567/ERR589567_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589567/ERR589567_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA126.SZAXPI012071-41.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA126.SZAXPI012071-41.clean.trim.rmhost.2.fq.gz
SZAXPI012072-43,C126_S,faeces,SAMEA2737709,ERR589568,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589568/ERR589568_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589568/ERR589568_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA127.SZAXPI012072-43.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA127.SZAXPI012072-43.clean.trim.rmhost.2.fq.gz
SZAXPI012073-44,D130,faeces,SAMEA2737710,ERR589569,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589569/ERR589569_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589569/ERR589569_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA130.SZAXPI012073-44.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA130.SZAXPI012073-44.clean.trim.rmhost.2.fq.gz
SZAXPI012074-45,C130_S,faeces,SAMEA2737711,ERR589570,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589570/ERR589570_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589570/ERR589570_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA131.SZAXPI012074-45.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA131.SZAXPI012074-45.clean.trim.rmhost.2.fq.gz
SZAXPI012075-46,D132,faeces,SAMEA2737712,ERR589571,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589571/ERR589571_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589571/ERR589571_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA132.SZAXPI012075-46.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA132.SZAXPI012075-46.clean.trim.rmhost.2.fq.gz
SZAXPI012076-47,D133,faeces,SAMEA2737713,ERR589572,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589572/ERR589572_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589572/ERR589572_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA133.SZAXPI012076-47.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA133.SZAXPI012076-47.clean.trim.rmhost.2.fq.gz
SZAXPI012077-56,D135,faeces,SAMEA2737714,ERR589573,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589573/ERR589573_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589573/ERR589573_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA135.SZAXPI012077-56.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA135.SZAXPI012077-56.clean.trim.rmhost.2.fq.gz
SZAXPI012079-62,D145,faeces,SAMEA2737715,ERR589574,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589574/ERR589574_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589574/ERR589574_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA145.SZAXPI012079-62.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA145.SZAXPI012079-62.clean.trim.rmhost.2.fq.gz
SZAXPI012080-74,C145_R,faeces,SAMEA2737716,ERR589575,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589575/ERR589575_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/ERR589/ERR589575/ERR589575_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA146.SZAXPI012080-74.clean.trim.rmhost.1.fq.gz,ftp.sra.ebi.ac.uk/vol1/ERA354/ERA354934/fastq/RA146.SZAXPI012080-74.clean.trim.rmhost.2.fq.gz
