,R0170300050_tooth_RA  R0170300051_tooth_RA  R0170300052_tooth_RA  R0170300053_tooth_RA  R0170300055_tooth_RA  R0170300056_tooth_RA  R0170300057_tooth_RA  R0170300060_tooth_RA  R0170300061_tooth_RA  R0170300062_tooth_RA  R0170300065_tooth_RA  R0170300066_tooth_RA  R0170300067_tooth_RA  R0170300068_tooth_RA  R0170300069_tooth_RA  R0170300070_tooth_RA  R0170300071_tooth_RA  R0170300072_tooth_RA  R0170300073_tooth_RA  R0170300075_tooth_RA  R0170300076_tooth_RA  R0170300077_tooth_RA  R0170300078_tooth_RA  R0170300079_tooth_RA  R0170300080_tooth_RA  R0170300082_tooth_RA  R0170300083_tooth_RA  R0170300088_tooth_RA  R0170300092_tooth_RA  R0170300097_tooth_RA  R0170300098_tooth_RA  R0170300100_tooth_RA  R0170300101_tooth_RA  R0170300102_tooth_RA  R0170300103_tooth_RA  R0170300104_tooth_RA  R0170300105_tooth_RA  R0170300106_tooth_RA  R0170300107_tooth_RA  R0170300109_tooth_RA  R0170300110_tooth_RA  R0170300111_tooth_RA  R0170300112_tooth_RA  R0170300114_tooth_RA  R0170300115_tooth_RA  R0170300117_tooth_RA  R0170300118_tooth_RA  R0170300119_tooth_RA  R0170300120_tooth_RA  R0170300121_tooth_RA  R0170300124_tooth_RA  R0170300125_tooth_RA  R0170300126_tooth_RA  R0170300127_tooth_RA  R0170300128_tooth_RA  R0170300129_tooth_RA  R0170300133_tooth_RA  R0170300134_tooth_RA  R0170300135_tooth_RA,R0170300136_tooth_RA  R0170300137_tooth_RA,R0170300139_tooth_RA  R0170300141_tooth_RA,R0170300144_tooth_RA  R0170300145_tooth_RA,R0170300146_tooth_RA  R0170300147_tooth_RA,R0170300148_tooth_RA  R0170300149_tooth_RA,R0170300150_tooth_RA  R0170300151_tooth_RA,R0170300152_tooth_RA  R0170300153_tooth_RA,R0170300154_tooth_RA  R0170300155_tooth_RA,R0170300156_tooth_RA  R0170300157_tooth_RA,R0170300159_tooth_RA  R0170300160_tooth_RA,R0170300161_tooth_RA  R0170300162_tooth_RA,R0170300164_tooth_RA  R0170300165_tooth_RA,R0170300167_tooth_RA  R0170300169_tooth_RA,R0170300170_tooth_RA  R0170300172_tooth_RA,R0170300173_tooth_RA  R0170300174_tooth_RA,R0170300176_tooth_RA  R0170300177_tooth_RA,R0170300178_tooth_RA  R0170300179_tooth_RA,R0170300180_tooth_RA  R0170300181_tooth_RA,R0170300182_tooth_RA  R0170300183_tooth_RA,R0170300184_tooth_RA  R0170300185_tooth_RA,R0170300186_tooth_RA  R0170300187_tooth_RA,R0170300188_tooth_RA  R0170300189_tooth_RA,R0170300190_tooth_RA  R0170300191_tooth_RA,R0170300194_tooth_RA  R0170300195_tooth_RA,R0170300196_tooth_RA  R0170300198_tooth_RA,R0170300199_tooth_RA  R0170300200_tooth_RA,R0170300202_tooth_RA  R0170300203_tooth_RA,R0170300204_tooth_RA  R0170300205_tooth_RA,R0170300206_tooth_RA  R0170300208_tooth_RA,R0170300211_tooth_RA  R0170300212_tooth_RA,R0170300213_tooth_RA  R0170300217_tooth_RA,R0170300219_tooth_RA  R0170300222_tooth_RA,R0170300223_tooth_RA  R0170300224_tooth_RA,R0170300225_tooth_RA  R0170300226_tooth_RA,R0170300228_tooth_RA  R0170300229_tooth_RA,R0170300230_tooth_RA  R0170300231_tooth_RA,R0170300232_tooth_RA  R0170300233_tooth_RA,R0170300234_tooth_RAH  R0170300235_tooth_RAH,R0170300236_tooth_RAH  R0170300238_tooth_RAH,R0170300239_tooth_RAH  R0170300240_tooth_RAH,R0170300241_tooth_RAH  R0170300242_tooth_RAH,R0170300243_tooth_RAH  R0170300244_tooth_RAH,R0170300246_tooth_RAH  R0170300247_tooth_RAH,R0170300248_tooth_RAH  R0170300249_tooth_RAH,R0170300250_tooth_RAH  R0170300251_tooth_RAH,R0170300252_tooth_RAH  R0170300253_tooth_RAH,R0170300254_tooth_RAH  R0170300255_tooth_RAH,R0170300256_tooth_RAH  R0170300257_tooth_RAH,R0170300258_tooth_RAH,R0170300259_tooth_RAH  R0170300260_tooth_RAH,R0170300261_tooth_RAH  R0170300262_tooth_RAH,R0170300263_tooth_RAH  R0170300264_tooth_RAH,R0170300265_tooth_RAH  R0170300266_tooth_RAH,R0170300267_tooth_RAH  R0170300268_tooth_RAH,R0170300269_tooth_RAH  R0170300270_tooth_RAH,R0170300271_tooth_RAH  R0170300272_tooth_RAH,R0170300273_tooth_RAH  R0170300274_tooth_RAH,R0170300276_tooth_RAH  R0170300277_tooth_RAH,R0170300278_tooth_RAH  R0170300279_tooth_RAH,R0170300280_tooth_RAH,R0170300281_tooth_RAH  R0170300282_tooth_RAH,R0170300283_tooth_RAH  R0170300284_tooth_RAH,R0170300285_tooth_RAH  R0170300287_tooth_RAH,R0170300289_tooth_RAH  R0170300297_tooth_RAH,R0170300309_tooth_RAH  R0170300318_tooth_RAH,R0170300324_tooth_RAH  R0170300335_saliva_RA,R0170300336_saliva_RA  R0170300337_saliva_RA,R0170300338_saliva_RA  R0170300340_saliva_RA,R0170300344_saliva_RA  R0170300345_saliva_RA,R0170300346_saliva_RA  R0170300349_saliva_RA,R0170300350_saliva_RA  R0170300351_saliva_RA,R0170300353_saliva_RA,R0170300354_saliva_RA  R0170300355_saliva_RA,R0170300356_saliva_RA  R0170300357_saliva_RA,R0170300358_saliva_RA  R0170300361_saliva_RA,R0170300362_saliva_RAH  R0170300363_saliva_RAH,R0170300364_saliva_RAH  R0170300365_saliva_RAH,R0170300366_saliva_RAH  R0170300367_saliva_RAH,R0170300368_saliva_RAH  R0170300369_saliva_RAH,R0170300370_saliva_RAH,R0170300371_saliva_RAH  R0170300372_saliva_RAH,R0170300373_saliva_RAH  R0170300374_saliva_RAH,R0170300375_saliva_RAH  R0170300376_saliva_RAH,R0170300378_saliva_RAH  R0170300379_saliva_RAH,R0170300380_saliva_RAH  R0170300381_saliva_RAH,R0170300382_saliva_RAH,R0170300383_saliva_RAH  R0170300384_saliva_RAH,R0170300385_saliva_RAH  R0170300387_saliva_RAH,R0170300388_saliva_RAH  R0170300389_saliva_RAH,R0170300390_saliva_RAH  R0170300391_saliva_RAH,R0170300392_saliva_RAH  R0170300393_saliva_RAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R0170300050_tooth_RA,1.07905                                     1.08644                                    0.974422                                    0.811623                                     1.81002                                     1.06168                                    0.873131                                    0.864064                                    0.568526                                    0.620884                                    0.845662                                    0.956855                                    0.819192                                     1.28564                                     0.63191                                    0.949218                                    0.913653                                    0.879474                                      1.0427                                     1.01636                                     1.00479                                    0.517655                                    0.908639                                     1.21136                                    0.893081                                    0.718964                                    0.814983                                     1.40185                                     0.47091,1.46528,1.53368,1.5004,0.885623,1.80364,1.29158,0.840012,1.02983,1.7266,0.949315,0.662709,0.60772,0.755899,0.5473,0.686565,0.8359,0.871225,1.04532,0.832498,0.79568,0.793877,0.854237,0.995771,0.852051,0.852815,1.10071,0.64436,0.946373,0.819855,1.04622,0.796009,0.532207,1.01796,1.05036,0.988891,0.836247,0.750213,0.628913,0.640102,0.523208,0.801246,0.818335,0.83236,0.513334,1.04245,0.614904,1.15413,1.13138,0.888063,0.687184,0.705069,1.17524,1.00606,0.534221,0.803007,0.833501,0.827969,1.13615,1.19855,0.965783,0.767616,0.613793,0.938026,0.931734,0.644017,0.94351,0.63259,0.800857,0.355865,0.934111,0.595367,0.923642,1.06992,0.843753,0.590536,1.11044,0.329465,0.751347,0.94035,1.24942,0.710661,1.25834,1.03251,1.38822,1.0697,0.710326,0.451997,0.953068,0.80375,0.477592,1.12093,1.0569,0.633028,0.846001,1.57485,1.2226,0.949011,1.17178,0.429328,0.686097,0.780212,1.22671,0.647004,1.7957,1.57985,1.08115,1.45331,0.766019,1.5352,1.36653,0.996911,0.935504,0.545021,0.908668,0.545215,0.541485,0.638403,0.52489,0.933647,0.890672,0.857086,0.743954,1.13078,1.14507,1.40988,1.67197,0.947085,0.973954,1.51618,1.04287,1.04656,1.21388,0.920027,1.06206,0.924493,1.25931,0.776182,0.955069,0.885672,0.897943,0.868259,0.638898,1.68688,0.998229,0.932109,1.07243,1.15829,1.01694,0.607541,0.919155,0.677177,1.07219,1.40571,0.92635,0.919481,1.08704,0.628473,1.01286,0.998769,0.938283,1.0889,0.656133,0.912023,1.24316,1.26072,0.939814,1.26167,1.20615,1.70993,0.841946,0.992985,1.08149,0.818718,1.5237,1.5146,1.03134,1.13111,1.74555,1.26048,1.10311,1.70786,1.35476,1.54536,1.08139,1.43585,1.21118,1.35352,1.24932,1.13897,1.29671,1.42863,1.29526,1.21438,1.32598,1.22125,1.35265,1.62105,1.19145,0.929727,1.42532,1.3319,1.41824,1.22418,1.28668,1.11787,1.30133
R0170300051_tooth_RA,0.539755                                    0.579281                                    0.762541                                      1.6061                                     1.02279                                    0.890963                                     1.04814                                     1.26683                                     1.16587                                    0.940757                                     1.15499                                      1.0211                                     1.26053                                      1.0751                                    0.857549                                     1.42197                                    0.896262                                     1.36565                                     1.19535                                     1.21036                                    0.902878                                    0.877512                                     1.09338                                     1.04117                                     1.11239                                     1.29004                                     1.28256                                    0.973025,0.910152,1.29507,1.05421,1.05336,1.40596,1.1093,0.803505,1.1417,1.54107,1.12243,0.835553,1.00929,0.881828,1.08206,1.02791,1.25837,1.06094,0.859874,0.817805,0.778475,1.03524,1.06316,0.912134,1.19955,1.2531,1.09476,0.953722,1.38531,1.29565,1.30777,1.10352,1.03213,1.27378,0.607112,0.796319,0.988846,1.03579,0.933863,1.21158,1.14422,1.23784,0.839656,0.805219,1.07381,1.1931,0.883844,1.08722,0.962068,1.42879,0.694874,1.03682,0.892924,0.614341,0.942778,0.925412,0.853149,1.16231,1.07563,1.73834,1.21998,1.26835,1.12289,0.77454,1.56329,1.10942,0.623418,1.13567,0.853582,1.00134,0.897169,1.01481,0.696079,0.536086,0.966162,0.952601,0.914726,0.952933,0.882127,0.939065,0.988724,0.666531,0.879623,1.09394,1.32575,0.822726,1.17586,1.00255,1.18208,1.1286,1.15995,0.950931,1.14644,1.01598,0.853563,1.37614,1.12839,1.01266,0.994035,0.909271,0.911293,0.937041,1.01218,1.08488,1.20152,0.929563,0.871846,1.27452,0.888214,1.23168,1.04176,0.891267,1.22087,0.942603,0.828522,0.894251,1.21394,0.77232,0.912027,1.13046,0.936487,0.886824,0.838666,1.32723,0.981438,1.13982,1.21088,0.929288,0.776477,1.28045,0.563187,0.73344,0.905052,0.846248,0.744311,0.938186,1.02653,0.978213,1.00368,1.05118,1.09056,0.802865,0.836141,1.33527,1.01181,0.798448,1.12729,0.941286,0.542592,1.00433,0.908326,1.11096,1.0567,1.06281,0.916137,0.791478,0.958747,0.981289,0.625886,1.43403,0.863096,0.756338,1.19535,0.975948,1.2593,1.55516,0.888996,1.13245,1.09936,1.33092,1.03314,0.705038,1.21672,1.25914,1.12154,1.29948,1.11767,1.22325,1.51853,1.18158,1.2183,1.53904,1.45096,1.50137,1.28272,1.28554,1.32531,1.38833,1.16228,1.24155,1.4073,1.27633,1.26842,1.3342,1.21324,1.19343,1.34406,1.24952,1.18149,1.2239,1.23285,0.864765,1.20413,1.18595,1.24493,0.872209,1.03012
R0170300052_tooth_RA,0.820465                                    0.689686                                     1.31793                                      1.0086                                    0.857371                                    0.989026                                     1.25178                                     1.18542                                     1.11007                                     1.17869                                    0.970764                                     1.11584                                     1.07202                                    0.789672                                       1.567                                     1.06851                                     1.36153                                     1.26345                                     1.22653                                    0.852435                                    0.808619                                     1.00454                                      1.1462                                     1.17519                                     1.31395                                     1.29444                                    0.880445,0.682041,1.22954,0.933803,1.05462,1.32559,1.11291,0.665741,1.12993,1.23549,0.907659,0.878146,1.01504,0.944166,1.23351,1.14179,1.17745,1.00858,0.824119,0.807025,0.879157,1.05154,1.03422,0.887036,1.08577,1.25726,0.97927,0.938117,1.50174,1.2533,1.20845,1.06655,0.895979,1.20341,0.496453,0.805098,1.00357,1.20844,0.874515,1.16914,1.14644,1.27765,0.85614,0.777919,1.18212,1.02309,0.941584,0.884248,0.757681,1.58461,0.6414,0.961749,0.846029,0.600111,1.06653,0.772398,0.581269,1.25434,0.884047,1.91551,1.08556,1.22663,1.15308,0.724066,1.48669,1.30542,0.53957,1.08326,0.941203,1.08183,1.01238,0.901135,0.696524,0.574346,1.00652,1.01124,0.802835,0.964262,0.795347,1.01944,0.980164,0.775357,0.755019,1.03739,1.28385,0.753912,1.13727,1.07938,1.15245,1.39367,1.30477,0.898411,1.00415,1.05742,0.805294,1.22243,1.18055,1.05483,0.768253,1.02522,0.747361,0.992937,0.960265,0.968606,1.05272,0.883236,0.81952,1.23202,0.747217,1.1391,0.983659,0.903483,1.09138,0.887378,0.900264,0.957134,1.08748,0.725046,1.09679,1.05176,0.867802,0.772242,0.74718,1.21049,0.755447,1.00863,0.998374,0.742354,0.650299,1.13286,0.52262,0.64319,0.705243,0.856621,0.793146,0.959717,0.792777,0.811844,0.726755,0.890737,1.04189,0.60248,0.829165,1.12958,0.86223,0.502896,1.20999,0.911412,0.329757,0.897204,0.909015,1.19484,1.07907,0.822282,0.887767,0.938995,0.867392,0.894858,0.482979,1.52385,0.947422,0.874348,1.34083,1.01825,1.25273,1.60131,1.08988,1.16971,1.11887,1.36947,1.07789,0.874089,1.24717,1.33238,1.09069,1.32417,1.17095,1.31136,1.51297,1.20996,1.2852,1.59443,1.48896,1.55307,1.31622,1.25091,1.2636,1.30552,1.05234,1.28376,1.38929,1.25578,1.32301,1.36616,1.18592,1.16779,1.35628,1.18697,1.21222,1.28201,1.26731,0.884711,1.15997,1.20033,1.27648,0.973815,1.01619
R0170300053_tooth_RA,0.982974                                      1.7795                                     1.27993                                     1.00822                                     1.25441                                     1.22279                                     1.34994                                      1.0892                                     1.41015                                     1.16395                                     1.48563                                     1.28557                                     1.05337                                     1.23695                                    0.917138                                     1.57268                                     1.10769                                     1.44662                                     1.01963                                     1.16347                                     1.27593                                    0.970254                                     1.10342                                     1.46861                                     1.45431                                    0.797779,1.13436,1.59429,1.38714,1.29875,1.53497,1.40966,1.01451,1.34367,1.69472,1.30127,1.01756,1.21063,1.12518,1.17514,1.25947,1.45627,1.30456,1.15833,0.923851,0.968079,1.21305,1.24244,1.14366,1.41931,1.4767,1.36701,1.06843,1.30051,1.45886,1.38748,1.33695,1.10814,1.49369,0.900923,1.05411,1.18967,1.22944,1.05721,1.22237,1.04268,1.40936,1.10931,0.93364,1.03495,1.33233,0.947776,1.27014,1.21328,1.31286,0.780598,1.12225,1.22488,0.937438,1.0896,1.02048,1.00944,1.40268,1.24821,1.61793,1.44502,1.45559,1.27959,1.01257,1.50665,1.25153,0.655515,1.21674,0.958074,0.926899,1.23001,1.08114,0.901006,0.959331,1.21463,0.985024,1.21211,1.00158,1.09053,1.01703,1.18238,0.859769,1.21036,1.34085,1.59752,1.14891,1.377,1.09065,1.17452,1.33126,1.0109,1.1605,1.38973,0.932609,0.84246,1.70372,1.39884,1.25844,1.32838,1.04992,1.13419,1.18375,1.30307,1.14714,1.53301,1.24179,1.16844,1.59699,1.10584,1.51964,1.41311,1.16035,1.45456,1.03638,1.09948,1.08328,1.12001,0.810903,1.04545,1.36626,1.16851,1.07715,0.924984,1.56298,1.25789,1.45864,1.5191,1.14487,1.05386,1.58988,0.877154,1.10233,1.12096,1.11278,1.08662,1.2413,1.35901,1.16981,1.12962,1.24639,1.32314,0.987254,1.05943,1.65611,1.25568,0.955499,1.29334,1.15433,0.83836,1.16114,1.16083,1.07855,1.30127,1.27956,1.01088,1.08193,1.23521,1.06639,0.964574,1.30891,0.88883,0.602277,1.14865,1.00949,1.15602,1.49589,0.725431,1.03783,1.02498,1.47414,0.953811,0.653501,1.19546,1.1426,1.18205,1.42168,1.03099,1.05886,1.63346,1.14941,1.1104,1.57732,1.37794,1.46176,1.18151,1.2145,1.22159,1.30174,1.08114,1.13016,1.32182,1.27762,1.17807,1.24092,1.17535,1.0869,1.27103,1.4213,1.06144,1.11739,1.23665,0.801678,1.22352,1.07204,1.1788,0.705877,1.11007
R0170300055_tooth_RA,1.2475                                    0.545133                                    0.692399                                    0.532151                                    0.942014                                     0.80098                                    0.722532                                    0.817221                                    0.417503                                    0.664155                                    0.672082                                    0.327483                                     1.24629                                    0.586887                                    0.794265                                    0.861859                                    0.797528                                    0.564528                                    0.792027                                    0.778538                                    0.965146                                    0.835406                                     0.96749                                     1.08606                                    0.644589,1.08272,1.02165,0.803268,0.644577,1.31082,0.701868,0.564774,0.747663,1.18995,0.764572,0.567136,0.684811,0.546976,0.875499,0.7455,0.835118,0.651131,0.604889,0.446583,0.846321,0.618968,0.574558,0.551431,0.63691,0.769352,0.565804,0.54182,1.31985,0.909792,0.941109,0.617658,0.629468,0.674191,0.632046,0.410948,0.542131,0.88134,0.639972,0.91773,0.772564,0.905963,0.492664,0.561346,0.884409,0.691369,0.757951,0.670352,0.553296,1.31948,0.666421,0.579621,0.559946,0.427632,0.629496,0.586348,0.427331,0.863181,0.700826,1.62849,0.612589,0.851399,0.822713,0.421821,1.224,0.964038,0.573204,0.885695,0.820624,0.867469,0.700324,0.715038,0.482092,0.546503,0.655729,0.75521,0.504218,0.699703,0.569107,0.685089,0.81551,0.505591,0.584412,0.703931,1.18052,0.501902,0.775894,0.780586,0.96852,0.99604,0.942646,0.724021,0.605072,0.738104,0.773961,0.991719,0.708797,0.697188,0.554583,0.661731,0.423656,0.559245,0.758698,0.832027,1.0828,0.993402,0.484403,0.956977,0.473534,0.925713,0.765618,0.43504,0.732086,0.61997,0.429174,0.627443,1.02845,0.580064,0.694487,0.562155,0.572683,0.330315,0.654761,0.746173,0.614888,0.787321,0.999825,0.442384,0.456017,0.941733,0.518322,0.448534,0.857038,0.448057,0.486694,0.641918,0.594729,0.560122,0.616798,0.465687,0.51625,0.485635,0.543291,1.00596,0.424964,0.635703,0.90034,0.805567,0.612759,0.422227,0.412954,0.800299,0.564872,0.857486,0.551495,0.49929,0.510222,0.642056,0.57502,1.36803,0.764529,0.92846,1.01663,0.676156,1.03829,1.32113,1.06479,1.01327,1.01307,1.28024,0.874801,1.01302,1.0961,1.12116,1.21273,1.19634,1.06815,1.06952,1.40032,1.05559,1.14251,1.4232,1.22709,1.29158,1.18778,1.17053,1.1801,1.17781,0.977272,1.26086,1.19191,1.11836,1.03401,1.08638,1.09497,0.980594,1.12448,1.17434,1.15826,0.960957,1.10125,1.05013,1.02271,1.03279,1.0316,0.849071,0.950495
R0170300056_tooth_RA,1.37327                                     1.47342                                     1.45834                                     1.83682                                     1.70946                                     1.74152                                     1.60516                                      1.4472                                     1.06331                                     1.58528                                     1.27544                                     2.13175                                     1.53345                                        1.54                                     1.61639                                     1.65386                                       1.525                                     1.39027                                     1.24856                                      1.7879                                     1.73813                                     1.73512                                     1.28374                                     1.59245,1.15773,0.747992,1.02241,1.52813,0.835972,1.03371,1.40285,1.63856,0.383771,1.47047,1.48363,1.69456,1.51764,1.79554,1.69873,1.68732,1.53837,1.36686,1.43348,1.57977,1.60521,1.5042,1.13558,1.44904,1.63632,1.34362,1.43842,2.09466,1.77876,1.58273,1.50096,1.5244,1.4167,1.31054,1.29048,1.43844,1.82845,1.67845,1.80564,1.71907,1.82527,1.44772,1.45822,1.82494,1.19281,1.70774,1.1878,0.987625,2.17803,1.58694,1.47394,1.0227,1.33945,1.62495,1.39131,1.2481,1.76683,1.2196,2.46813,1.37196,1.61789,1.73811,1.35149,1.94302,1.89552,1.45829,1.65862,1.69068,1.8247,1.56818,1.57385,1.27967,1.32228,1.56024,1.71687,1.03006,1.68762,1.48597,1.55581,1.00293,1.49045,1.00655,1.5712,1.53386,1.11167,1.64459,1.68476,1.72902,1.95088,1.87289,0.998726,1.24886,1.68774,1.59712,0.674034,1.33772,1.58891,1.11801,1.66084,1.41327,1.51802,0.889674,1.64735,0.900521,1.40966,1.06278,0.947035,1.41761,0.587554,0.870309,1.29026,1.48232,1.56101,1.35626,1.64126,1.80497,1.53553,1.69215,1.44462,1.48569,1.30245,1.59289,1.44434,1.11013,0.927082,0.675993,1.24628,1.2913,0.643757,1.21,1.15822,1.31197,1.40762,1.12427,1.4517,0.984099,1.44675,1.27999,1.27803,1.34926,1.28655,1.53523,0.656805,1.18203,1.30087,1.69992,0.984241,1.32491,1.47057,1.30755,1.74649,1.30246,0.890237,1.30501,1.5003,1.1485,1.50282,1.33206,2.12038,1.66907,1.6708,1.91935,1.61843,1.4176,1.97755,1.89619,1.67009,1.75338,0.948538,1.71235,1.80969,1.83633,1.93495,1.05073,0.967493,1.8718,1.82841,0.896757,1.60413,1.95419,1.30222,1.7318,1.52465,1.97449,1.42391,1.91137,1.881,1.6248,2.03146,1.84122,1.33288,1.5719,1.61812,1.29553,1.57103,1.56809,0.798145,1.93485,1.77237,1.28762,1.58021,1.40979,1.73367,1.4467,1.48574,1.14721
R0170300057_tooth_RA,0.831006                                    0.651227                                     1.14752                                    0.792453                                    0.895038                                    0.704867                                    0.563906                                    0.517226                                    0.698863                                    0.496629                                     1.37562                                    0.799784                                    0.682632                                     1.05836                                    0.624199                                    0.723422                                    0.969974                                    0.701298                                     1.17359                                    0.974088                                    0.957129                                     1.05992                                    0.998805,1.28033,1.01079,0.755491,0.445845,1.41666,0.67027,0.677896,0.76029,1.39038,0.734387,0.709174,0.712803,0.580481,0.955166,0.741303,0.852945,0.57027,0.813108,0.650707,1.05272,0.673063,0.588833,0.714603,0.691914,0.618467,0.372317,0.697713,1.43762,0.815076,0.993581,0.503291,0.82486,0.418275,0.823837,0.431454,0.483633,0.951743,0.903216,1.10605,0.968948,0.896876,0.422975,0.914008,1.07436,0.655903,1.04187,0.700493,0.677669,1.48155,1.0145,0.6876,0.660039,0.523806,0.720765,0.681979,0.668777,0.791941,0.787825,1.78806,0.453033,0.784334,0.880415,0.51734,1.30987,1.06502,0.897662,0.835327,1.01673,1.1352,0.574948,0.889651,0.624819,0.733883,0.514061,0.970097,0.602788,0.912111,0.828731,0.926983,1.03049,0.742916,0.660415,0.709526,1.27074,0.541694,0.725938,0.881043,1.25045,1.01097,1.09858,0.904465,0.515928,0.977041,1.12085,0.986725,0.494492,0.586536,0.620317,0.838414,0.609644,0.502116,0.918199,1.01723,1.10685,1.05407,0.658072,0.851652,0.642657,1.00817,0.781601,0.355519,0.563676,0.775655,0.475518,0.763166,1.26907,0.849605,0.816692,0.41157,0.552175,0.647092,0.887355,0.513505,0.733024,0.821999,1.06795,0.492641,0.539496,1.00301,0.759665,0.528959,0.977944,0.361217,0.620145,0.620672,0.663578,0.754899,0.836713,0.507658,0.446683,0.786571,0.724433,1.006,0.413576,0.979156,0.971762,0.939956,0.922597,0.68555,0.512042,0.959941,0.391187,0.924076,0.749496,0.576365,0.575741,0.756017,0.830519,1.52102,0.968427,1.18571,1.1603,0.788041,1.19909,1.43403,1.26189,1.20803,1.23749,1.42017,1.0732,1.19718,1.24197,1.28209,1.41392,1.33649,1.25691,1.28263,1.4851,1.21853,1.3652,1.49887,1.34478,1.37631,1.35225,1.3209,1.37474,1.3158,1.17118,1.44494,1.34063,1.27099,1.2114,1.21966,1.29842,1.16898,1.30058,1.34556,1.36902,1.16553,1.23752,1.29452,1.18697,1.25671,1.17311,1.09132,1.16892
R0170300060_tooth_RA,0.866233                                     1.17366                                     1.12488                                    0.672477                                     1.07589                                     0.75024                                    0.984577                                    0.964221                                    0.766932                                     1.11331                                    0.624397                                     1.09164                                    0.729595                                     0.99782                                    0.740224                                    0.977603                                    0.986807                                    0.733008                                    0.706558                                     1.16362                                    0.941346                                    0.870227,1.27281,1.26385,1.15093,0.894253,1.48553,1.01178,0.876624,1.14271,1.45747,0.976272,0.629844,0.934466,0.766076,0.849803,0.793892,1.13847,0.988912,0.925313,0.780068,0.897425,0.936293,0.964179,0.89049,1.02112,1.0162,0.996733,0.558248,1.00389,1.17167,1.18135,0.892729,0.897753,0.943714,0.936234,0.703486,0.699266,0.958061,0.918241,1.17713,0.986274,1.23481,0.738365,0.915224,0.759034,0.936405,1.01936,0.838627,0.943387,1.09352,0.829311,0.686079,0.955055,0.783326,0.831709,0.732611,0.705951,0.984915,1.05225,1.46222,0.974789,1.15376,0.981322,0.79844,1.41729,0.936624,0.87742,0.850124,0.597711,0.908569,0.945991,0.989164,0.65395,0.808118,0.832169,1.02078,0.91495,0.784384,0.789664,0.643628,0.97633,0.549809,1.02359,1.09901,1.43933,0.777534,1.12148,0.790343,1.2331,0.984325,0.924102,0.789513,0.966582,0.836093,1.05043,1.39,0.887005,1.00398,1.04853,0.817896,0.796224,0.722333,0.939718,1.06809,1.43753,1.38147,0.868149,1.237,0.886564,1.20549,1.06319,0.79898,1.01483,0.742456,0.648518,0.752934,1.04801,0.643515,0.860876,0.938397,0.917183,0.83498,0.882049,1.12017,1.01797,1.21356,1.34312,0.812581,0.761193,1.23424,0.703835,0.811268,1.03337,0.739009,0.765952,0.966873,1.093,0.916264,0.857919,0.855933,0.835496,0.824703,0.843556,1.34524,0.84409,0.833146,0.855477,0.895108,0.817018,0.840728,0.664336,0.790221,0.817386,1.0699,0.503455,0.662725,0.955365,0.635428,0.938525,1.0337,0.756663,0.84905,0.87295,0.802597,0.827745,1.06152,0.814887,0.896103,0.75204,1.256,0.664711,0.872085,0.825047,0.816926,1.16283,1.10343,0.714143,0.900313,1.2986,0.806871,0.9017,1.26882,0.994917,1.10562,0.883918,0.963354,0.824624,0.908338,0.736138,0.92977,0.900083,0.957749,0.922888,0.857336,0.82847,0.709683,0.891676,1.20514,0.867803,0.819719,0.95877,0.920405,0.913867,0.748448,0.89753,0.858539,0.791757
